symbol,genename,log2FoldChange,baseMean,LR,pvalue,padj,GFPpos1,GFPpos2_2,GFPpos2,GFPpos5_2,GFPneg1,GFPneg2,GFPneg2_2,GFPneg5_2
cabz01087514.1,Uncharacterized protein ,1.1668,3.5625,7.5601,0.006,0.0358,9.96263835300983,17.6736515202893,16.1695841683734,19.370752835184,6.61388001598083,6.61496235997813,6.94608353647631,6.8665829918993
cabz01087562.1,Uncharacterized protein ,1.8269,1.5029,3.9771,0.0461,0.1647,3.94746047949446,4.82008677826072,2.20494329568728,2.5827670446912,1.60878162550885,0.220498745332604,0,2.89119283869444
cabz01087568.1,,0.2932,3.658,0.4655,0.4951,0.7184,11.8423814384834,13.255238640217,13.7196471731653,12.6555585189869,9.47393623910768,6.61496235997813,20.8382506094289,9.39637672575694
cabz01087670.1,Uncharacterized protein ,-0.3707,1.6618,0.1421,0.7062,0.8568,5.07530633077859,0.803347796376786,0.244993699520809,3.09932045362943,3.39631676496313,5.0714711426499,1.15768058941272,1.08419731451042
cabz01087853.1,Uncharacterized protein ,-0.0371,2.6012,0.0041,0.9488,0.9793,6.39112649061008,2.00836949094196,7.34981098562428,5.42381079385151,10.1889502948894,3.96897741598688,4.05188206294451,3.97539015320486
cabz01088039.1,Uncharacterized protein ,-1.1677,4.3145,9.6992,0.0018,0.0141,15.7898419179778,16.8703037239125,9.30976058179076,7.49002442960447,26.2767665499779,29.546831874569,24.3112923776671,25.6593364434132
cabz01088061.1,Uncharacterized protein ,0.051,4.5743,0.0252,0.8739,0.9446,25.376531653893,22.49373829855,24.2543762525601,22.2117965843443,19.8416400479425,25.7983532039147,19.1017297253099,27.1049328627604
cabz01088071.1,Uncharacterized protein ,-4.8012,1.9894,27.1215,0,0,0.187974308547355,0,0.734981098562428,0,6.79263352992626,6.61496235997813,6.94608353647631,6.8665829918993
cabz01088168.1,Uncharacterized protein ,2.1853,0.8656,4.4247,0.0354,0.1353,2.25569170256826,3.21339118550714,1.71495589664567,1.03310681787648,0.536260541836284,1.32299247199563,0,0
cabz01088238.1,Uncharacterized protein ,-1.3645,2.4502,5.1217,0.0236,0.1028,4.88733202223124,1.20502169456518,2.20494329568728,2.84104374916032,8.40141515543511,8.37895232263896,6.94608353647631,4.33678925804166
cabz01088365.1,Uncharacterized protein ,-1.3408,4.622,13.831,0.0002,0.0022,13.1582015983149,13.255238640217,7.10481728610347,20.1455829485913,18.7691189642699,24.0343632412539,53.2533071129851,45.1748881046007
cabz01088930.1,Uncharacterized protein ,-1.8851,2.1991,8.9411,0.0028,0.0197,1.31582015983149,1.60669559275357,2.44993699520809,1.2913835223456,4.29008433469027,10.3634410306324,3.47304176823816,7.58938120157291
cabz01088933.1,Uncharacterized protein ,-1.0011,2.5435,2.7146,0.0994,0.2771,6.76707510770479,0.401673898188393,5.87984878849943,1.80793693128384,11.6189784064528,6.39446361464553,2.31536117882544,5.78238567738889
cabz01089777.1,Uncharacterized protein ,-0.6906,5.8617,4.8048,0.0284,0.1166,44.1739625086285,52.2176067644911,34.5441116324341,33.0594181720473,81.3328488451697,26.0188519492473,127.923705130105,63.6062424512778
cabz01090073.1,Acylphosphatase ,1.0642,1.5896,2.0283,0.1544,0.3654,1.50379446837884,6.42678237101429,1.95994959616648,3.35759715809855,0.357507027890856,0.440997490665209,4.05188206294451,3.25259194353125
cabz01090303.1,Uncharacterized protein ,0.119,5.2234,0.1305,0.7179,0.8634,28.1961462821033,78.3264101467366,37.4840360266838,19.6290295396531,30.0305903428319,36.6027917252123,35.8880982717943,29.2733274917812
cabz01090951.1,Uncharacterized protein ,1.752,1.7061,3.3972,0.0653,0.2085,2.63164031966298,0,9.30976058179076,4.13242727150591,2.68130270918142,1.10249372666302,0,0.722798209673611
cabz01092745.1,Uncharacterized protein ,-0.2931,0.7028,0.0499,0.8233,0.9204,2.25569170256826,0,1.22496849760405,0.25827670446912,1.96628865339971,0,2.31536117882544,0.722798209673611
cabz01092941.1,Uncharacterized protein ,-0.5231,1.858,0.5134,0.4737,0.7009,2.06771739402091,3.21339118550714,2.6949306947289,1.80793693128384,4.11133082074484,3.08698243465646,1.15768058941272,6.5051838870625
cabz01096573.1,Uncharacterized protein ,0.3845,2.0414,0.205,0.6507,0.8243,3.19556324530504,0.803347796376786,11.0247164784364,1.2913835223456,1.251274597618,3.74847867065427,0.578840294706359,6.14378478222569
cabz01100187.1,Uncharacterized protein ,-1.1911,0.7172,1.4228,0.2329,0.4696,0.751897234189421,2.00836949094196,0,0.516553408938239,0.536260541836284,1.76398996266083,2.8942014735318,1.44559641934722
cabz01100278.1,Uncharacterized protein ,-1.1956,1.7001,1.2987,0.2545,0.4947,0.187974308547355,0,2.6949306947289,5.42381079385151,5.72011244625369,2.64598494399125,0.578840294706359,3.61399104836805
cabz01102038.1,Uncharacterized protein ,-2.2477,0.7631,4.085,0.0433,0.1569,0.187974308547355,0.401673898188393,0,1.03310681787648,3.2175632510177,0.881994981330417,0,3.25259194353125
cabz01102076.1,Uncharacterized protein ,1.7279,6.493,27.2582,0,0,145.868063432748,129.740669114851,221.964291765853,57.8539818010828,31.2818649404499,35.5002979985493,64.8301130071122,28.9119283869444
cabz01102082.1,Uncharacterized protein ,0.5921,6.1696,4.7609,0.0291,0.1185,71.0542886309003,122.108865049271,50.4687021012867,96.5954874714507,40.3982941516667,43.6587515758557,104.191253047145,44.4520898949271
cabz01102230.1,Uncharacterized protein ,1.9711,2.1886,6.5846,0.0103,0.0546,4.13543478804182,2.41004338913036,16.4145778678942,0.774830113407359,1.60878162550885,5.51246863331511,0,0
cabz01102527.1,Uncharacterized protein ,-0.0408,2.2372,0.0041,0.9488,0.9793,4.88733202223124,1.20502169456518,9.79974798083238,1.03310681787648,7.15014055781711,4.8509723973173,1.73652088411908,1.44559641934722
cabz01103862.1,Uncharacterized protein ,-1.9727,1.8793,7.0425,0.008,0.0451,0.563922925642066,0.803347796376786,2.93992439424971,0.774830113407359,2.86005622312685,8.81994981330417,1.15768058941272,6.8665829918993
cabz01109599.1,Uncharacterized protein ,-0.0383,3.9727,0.0074,0.9316,0.9723,16.3537648436199,9.23849965833304,7.34981098562428,24.7945636290355,33.6056606217404,9.04044855863678,8.10376412588903,11.5647713547778
cabz01109624.1,Uncharacterized protein ,0.5423,3.0097,1.2268,0.268,0.5093,10.1506126615572,11.246869149275,9.30976058179076,4.64898068044415,6.07761947414455,9.92244353996719,5.20956265235723,3.25259194353125
cabz01109647.1,Uncharacterized protein ,-1.4022,3.4067,8.6941,0.0032,0.0219,7.89492095898892,0.803347796376786,10.7797227789156,2.5827670446912,25.0254919523599,21.6088770425952,2.8942014735318,6.8665829918993
cabz01111496.1,Uncharacterized protein ,0.2967,1.8918,0.2294,0.6319,0.8132,2.81961462821033,4.41841288007232,2.6949306947289,4.39070397597503,2.68130270918142,2.20498745332604,2.8942014735318,3.61399104836805
cabz01111935.1,Uncharacterized protein ,-0.8253,1.3713,0.5691,0.4506,0.682,2.25569170256826,0,0.244993699520809,3.61587386256767,5.00509839047198,2.86648368932386,0,1.08419731451042
cabz01111936.1,Uncharacterized protein ,0.3806,1.6862,0.1618,0.6875,0.8461,1.31582015983149,1.20502169456518,3.18491809377052,4.13242727150591,6.61388001598083,2.64598494399125,0,1.08419731451042
cabz01111936.2,Uncharacterized protein ,-0.3161,3.0986,0.4152,0.5193,0.7369,3.3835375538524,14.0585864365938,8.81977318274914,4.90725738491327,7.32889407176254,8.37895232263896,10.4191253047145,7.95078030640972
cabz01111990.1,Uncharacterized protein ,-0.4137,1.6738,0.3186,0.5724,0.7758,3.00758893675769,0.401673898188393,2.20494329568728,3.61587386256767,1.78753513945428,3.74847867065427,2.31536117882544,3.97539015320486
cabz01112210.1,Uncharacterized protein ,-0.6619,0.7501,0.6594,0.4168,0.6567,0.563922925642066,0.803347796376786,0.734981098562428,1.54966022681472,1.251274597618,0.881994981330417,1.15768058941272,2.52979373385764
cabz01112358.1,Uncharacterized protein ,-3.1753,5.3532,55.9489,0,0,12.5942786726728,2.81171728731875,18.6195211635815,3.61587386256767,58.0948920322641,93.7119667663568,54.4109877023978,79.1464039592604
cabz01112777.1,Uncharacterized protein ,1.4513,2.409,4.4345,0.0352,0.1348,5.26328063932595,4.41841288007232,9.79974798083238,6.97347102066623,1.251274597618,2.86648368932386,6.94608353647631,1.08419731451042
cabz01112877.1,Uncharacterized protein ,0.9835,2.2177,1.6879,0.1939,0.4209,6.76707510770479,4.01673898188393,3.42991179329133,5.42381079385151,4.29008433469027,5.95346612398032,0,1.80699552418403
cabz01112907.1,Uncharacterized protein ,-1.0387,1.0815,0.7606,0.3831,0.6273,3.19556324530504,1.20502169456518,0,0.25827670446912,2.68130270918142,0.881994981330417,0,3.97539015320486
cabz01113414.1,Uncharacterized protein ,-0.8655,0.9447,0.7122,0.3987,0.6411,1.87974308547355,1.20502169456518,0.244993699520809,0.516553408938239,2.14504216734513,2.42548619865865,0,2.16839462902083
cabz01113978.1,Uncharacterized protein ,-2.1996,2.3036,6.6169,0.0101,0.0539,8.27086957608364,0,1.22496849760405,0.516553408938239,8.04390812754425,4.18947616131948,4.05188206294451,8.31217941124653
cabz01114089.1,Uncharacterized protein ,-0.1178,2.9407,0.0561,0.8128,0.9152,6.20315218206273,7.63180406557947,4.89987399041619,7.74830113407359,4.82634487652655,4.40997490665209,15.0498476623653,7.95078030640972
cabz01114098.1,Uncharacterized protein ,-2.5118,1.847,8.2527,0.0041,0.0263,1.50379446837884,0.803347796376786,0,1.03310681787648,3.39631676496313,1.76398996266083,16.7863685464844,2.52979373385764
cabz01115322.1,Uncharacterized protein ,-0.9138,0.7653,1.176,0.2782,0.5211,1.50379446837884,0.803347796376786,0.244993699520809,0.774830113407359,1.96628865339971,0.881994981330417,2.31536117882544,1.08419731451042
cabz01117079.1,Uncharacterized protein ,-0.2241,2.0129,0.0763,0.7823,0.8996,3.19556324530504,0,5.38986138945781,5.42381079385151,4.82634487652655,2.64598494399125,3.47304176823816,2.52979373385764
cabz01117094.1,Uncharacterized protein ,0.7094,0.3927,0.3546,0.5515,0.7616,1.12784585128413,0,2.44993699520809,0,1.07252108367257,0.881994981330417,0,0
cabz01117349.1,Uncharacterized protein ,-0.4573,1.0386,0.2302,0.6314,0.813,3.94746047949446,0.803347796376786,0,1.03310681787648,2.50254919523599,1.32299247199563,1.15768058941272,0.722798209673611
cabz01117452.1,Uncharacterized protein ,-0.7059,1.1369,0.7181,0.3968,0.6392,0.939871542736777,0.803347796376786,2.44993699520809,0.516553408938239,3.2175632510177,3.30748117998906,0.578840294706359,0.722798209673611
cabz01117756.1,Uncharacterized protein ,-0.4174,0.7261,0.0416,0.8384,0.928,0.939871542736777,0,0,3.61587386256767,1.60878162550885,1.98448870799344,0,0
cabz01118047.1,Uncharacterized protein ,1.2989,4.108,8.4496,0.0037,0.0242,26.3164031966298,18.4769993166661,24.0093825530393,21.1786897664678,8.93767569727139,6.39446361464553,4.63072235765087,23.1295427095555
cabz01118678.2,Uncharacterized protein ,-1.0544,2.0179,2.4246,0.1194,0.3104,0.939871542736777,3.21339118550714,3.67490549281214,1.54966022681472,3.93257730679941,8.59945106797157,2.31536117882544,3.61399104836805
cacfd1,calcium channel flower domain containing 1,-0.479,0.9446,0.1604,0.6888,0.8466,1.87974308547355,0,1.22496849760405,1.2913835223456,0.178753513945428,1.32299247199563,3.47304176823816,2.52979373385764
cachd1,cache domain containing 1,0.2182,2.2753,0.1046,0.7463,0.8792,5.07530633077859,1.60669559275357,8.81977318274914,3.61587386256767,3.57507027890856,2.64598494399125,4.63072235765087,4.33678925804166
cacna1aa,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit, a",-0.2516,3.9194,0.3701,0.543,0.7564,22.74489133423,2.81171728731875,24.2543762525601,4.13242727150591,20.5566541037242,29.546831874569,2.8942014735318,7.58938120157291
cacna1ab,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit, b",-2.0626,3.3193,8.7352,0.0031,0.0215,13.9100988325043,1.60669559275357,2.6949306947289,1.54966022681472,9.83144326699853,12.1274309932932,13.3133267782463,20.9611480805347
cacna1bb,"calcium channel, voltage-dependent, N type, alpha 1B subunit, b",-3.8166,1.8051,5.1645,0.0231,0.101,7.89492095898892,0,0,0,1.96628865339971,8.59945106797157,2.31536117882544,1.80699552418403
cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",1.2801,2.9278,4.6288,0.0314,0.1248,3.19556324530504,14.0585864365938,15.434603069811,9.03968465641919,3.93257730679941,2.42548619865865,5.78840294706359,3.25259194353125
cacna1da,"calcium channel, voltage-dependent, L type, alpha 1D subunit, a",-0.4299,5.3573,1.8405,0.1749,0.3953,57.144189798396,16.4686298257241,32.094174637226,37.1918454435532,44.5096249724115,52.6992001344924,37.045778861207,45.8976863142743
cacna1db,Uncharacterized protein ,1.6163,5.2787,25.7403,0,0,80.4530040582681,49.4058894771723,55.3685760917029,44.9401465776268,19.6628865339971,13.8914209559541,16.7863685464844,24.9365382337396
cacna1db,"calcium channel, voltage-dependent, L type, alpha 1D subunit, b",1.5848,4.66,15.9583,0.0001,0.0008,11.654407129936,90.7783009905768,22.2944266563937,24.2780102200972,2.50254919523599,5.73296737864771,23.1536117882544,19.8769507660243
cacna1e.2,"calcium channel, voltage-dependent, R type, alpha 1E subunit",3.0442,1.2616,9.5037,0.0021,0.0153,5.26328063932595,3.21339118550714,1.46996219712486,2.5827670446912,1.43002811156342,0.220498745332604,0,0
cacna1f,"calcium channel, voltage-dependent, alpha 1F subunit",-1.1147,4.4059,8.4278,0.0037,0.0245,20.6771739402091,0.803347796376786,26.949306947289,6.97347102066623,33.9631676496313,53.8016938611555,6.94608353647631,13.010367774125
cacna1f.1,"calcium channel, voltage-dependent, L type, alpha 1F subunit",1.8736,6.6965,34.7748,0,0,218.050197914932,102.025170139852,211.674556385979,120.873497691548,33.6056606217404,42.9972553398578,49.2014250500405,45.8976863142743
cacna1g,"calcium channel, voltage-dependent, T type, alpha 1G subunit",-2.2931,1.7784,6.4121,0.0113,0.059,4.13543478804182,0,0.244993699520809,0.774830113407359,6.61388001598083,5.73296737864771,1.15768058941272,3.25259194353125
cacna1ha,"calcium channel, voltage-dependent, T type, alpha 1H subunit a",-0.0337,1.0856,0.0015,0.9688,0.9856,3.00758893675769,0,1.46996219712486,1.2913835223456,2.32379568129056,2.42548619865865,0,1.08419731451042
cacna1r,"calcium channel, voltage-dependent, alpha 1R subunit",0.4762,2.1055,0.3094,0.578,0.7785,9.39871542736777,0,3.42991179329133,3.87415056703679,1.78753513945428,3.30748117998906,0,7.22798209673611
cacna2d1.2,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",1.0986,5.0051,13.7909,0.0002,0.0022,52.2568577761648,40.5690637170277,48.2637588055995,30.7349278318252,23.9529708686873,24.4753607319191,15.6286879570717,15.9015606128194
cacna2d1.3,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",0.8691,6.1747,8.6818,0.0032,0.022,126.694683960918,79.5314318413018,100.937404202573,64.0526227083417,50.5872444465561,36.1617942345471,64.8301130071122,50.5958746771528
cacna2d1a,"calcium channel, voltage-dependent, alpha 2/delta subunit 1a",-0.3012,2.8483,0.2778,0.5981,0.7914,4.51138340513653,16.4686298257241,0.734981098562428,6.71519431619711,4.11133082074484,3.96897741598688,11.5768058941272,7.22798209673611
cacna2d2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",-1.1301,3.4067,5.5306,0.0187,0.0864,15.2259189923358,6.42678237101429,4.89987399041619,1.54966022681472,19.4841330200516,9.04044855863678,15.6286879570717,8.31217941124653
cacna2d2.3,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",-1.7019,4.2078,16.034,0.0001,0.0008,20.4891996316617,8.83682576014465,6.61482988706186,2.06621363575296,37.7169914424853,33.9568067812211,19.6805700200162,13.3717668789618
cacna2d3,"calcium channel, voltage dependent, alpha2/delta subunit 3",0.0274,0.9912,0.0014,0.9706,0.9858,2.44366601111562,0,1.71495589664567,0.516553408938239,3.2175632510177,2.42548619865865,0,0
cacna2d4a,"calcium channel, voltage-dependent, alpha 2/delta subunit 4a",-2.0554,4.9364,24.337,0,0,26.6923518137245,0,19.1095085626231,6.19864090725887,66.3175536737537,91.2864805676982,12.7344864835399,15.9015606128194
cacna2d4b,"calcium channel, voltage-dependent, alpha 2/delta subunit 4b",0.7734,6.6188,9.3489,0.0022,0.0164,185.906591153334,71.4979538775339,143.321314219674,82.13199202118,118.87108677371,101.208924107665,34.1515773876752,43.0064934755798
cacnb1,"calcium channel, voltage-dependent, beta 1 subunit",-1.0621,1.8564,1.9429,0.1634,0.378,1.50379446837884,1.60669559275357,1.22496849760405,3.09932045362943,5.18385190441741,1.54349121732823,9.84028501000811,2.16839462902083
cacnb2a,"calcium channel, voltage-dependent, beta 2a",-0.9104,3.6962,3.9844,0.0459,0.1642,9.21074111882041,9.64017355652143,5.38986138945781,9.55623806535742,24.3104778965782,19.4038895892692,11.5768058941272,9.75777583059375
cacnb2b,"calcium channel, voltage-dependent, beta 2b",0.4381,7.8954,2.8229,0.0929,0.2646,221.621709777332,307.280532114121,309.917029893824,255.17738401549,229.162004878039,227.113707692582,181.17701224309,168.773381958788
cacnb3b,"calcium channel, voltage-dependent, beta 3b",-0.739,1.6187,0.772,0.3796,0.6244,2.44366601111562,0,1.46996219712486,3.09932045362943,3.57507027890856,5.95346612398032,0,2.52979373385764
cacnb4a,"calcium channel, voltage-dependent, beta 4a subunit",-0.9724,0.8428,0.5643,0.4525,0.6829,3.19556324530504,1.20502169456518,0,0,2.32379568129056,0.881994981330417,0,1.80699552418403
cacnb4b,"calcium channel, voltage-dependent, beta 4b subunit",-1.1766,3.3925,6.8865,0.0087,0.048,9.21074111882041,2.81171728731875,7.10481728610347,5.42381079385151,13.9427740877434,17.1989021359431,7.52492383118267,15.9015606128194
cacng2a,"calcium channel, voltage-dependent, gamma subunit 2a",-1.6677,1.4702,4.3123,0.0378,0.1416,2.06771739402091,0,1.22496849760405,0.774830113407359,4.64759136258112,5.2919698879825,0.578840294706359,2.16839462902083
cacng2b,"calcium channel, voltage-dependent, gamma subunit 2b",-1.3261,1.0053,1.9688,0.1606,0.3745,0.187974308547355,0,2.20494329568728,1.54966022681472,1.96628865339971,2.42548619865865,0.578840294706359,2.52979373385764
cacng3b,"calcium channel, voltage-dependent, gamma subunit 3b",0.0341,1.8312,0.0011,0.9739,0.9878,4.32340909658917,3.61506508369554,3.91989919233295,0.25827670446912,4.64759136258112,3.30748117998906,0,3.25259194353125
cacng7b,"calcium channel, voltage-dependent, gamma subunit 7b",-0.7512,1.1973,0.8828,0.3474,0.5924,0.751897234189421,0.803347796376786,2.93992439424971,0.774830113407359,2.68130270918142,3.30748117998906,1.73652088411908,0.722798209673611
cacng8b,"calcium channel, voltage-dependent, gamma subunit 8b",0.3525,2.5001,0.3536,0.5521,0.7617,5.45125494787331,1.60669559275357,10.289735379874,5.68208749832063,2.68130270918142,7.05595985064334,4.05188206294451,3.61399104836805
cactin,cactin,-0.7844,1.8562,1.0159,0.3135,0.5579,1.31582015983149,1.20502169456518,4.89987399041619,1.80793693128384,1.60878162550885,2.42548619865865,5.20956265235723,7.22798209673611
cacul1,"CDK2-associated, cullin domain 1",0.8937,2.2589,1.8328,0.1758,0.3966,6.57910079915744,6.82845626920268,3.18491809377052,4.64898068044415,1.96628865339971,1.54349121732823,2.31536117882544,7.22798209673611
cacybp,calcyclin binding protein,1.0544,3.1195,2.6788,0.1017,0.2809,6.39112649061008,7.23013016739107,9.06476688226995,16.5297090860237,2.32379568129056,1.10249372666302,16.2075282517781,7.95078030640972
cad,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",1.1164,4.1337,6.7176,0.0095,0.0517,27.8201976650086,16.0669559275357,17.3945526659775,28.6687141960723,15.0152951714159,15.8759096639475,2.31536117882544,11.5647713547778
cadm1a,cell adhesion molecule 1a,0.1327,2.3712,0.0348,0.8519,0.9348,6.01517787351537,6.82845626920268,1.46996219712486,5.16553408938239,7.50764758570797,4.63047365198469,1.15768058941272,3.61399104836805
cadm1b,cell adhesion molecule 1b,-0.2469,1.0073,0.0423,0.837,0.9271,3.00758893675769,1.60669559275357,0.734981098562428,0,1.07252108367257,0.881994981330417,0.578840294706359,3.97539015320486
cadm2a,cell adhesion molecule 2a,0.2243,2.1781,0.1433,0.705,0.8561,4.13543478804182,5.6234345746375,3.67490549281214,3.61587386256767,5.18385190441741,1.98448870799344,5.20956265235723,2.89119283869444
cadm3,cell adhesion molecule 3,1.1065,8.5175,18.0809,0,0.0003,244.930524037204,938.711900066274,302.077231509158,537.215545295769,116.011030550583,148.836653099508,368.721267727951,272.494925046951
cadm4,cell adhesion molecule 4,-0.8511,3.313,2.2437,0.1342,0.3346,10.5265612786519,5.6234345746375,2.93992439424971,7.49002442960447,11.261471378562,18.0808971172736,13.8921670729526,5.42098657255208
cadpsa,Ca2+-dependent activator protein for secretion a,-1.0626,5.8811,12.6871,0.0004,0.0037,38.7227075607552,33.740607447825,47.0387903079954,30.218374422887,57.2011244625369,68.1341123077747,97.2451695106684,96.1321618865902
cadpsb,Ca2+-dependent activator protein for secretion b,-1.5423,5.529,22.2443,0,0,35.3391700069028,20.0836949094196,34.0541242333925,8.52313124748095,80.7965883033334,91.7274780583634,39.9399803347388,53.848466620684
cahz,carbonic anhydrase,-0.967,6.1335,9.3019,0.0023,0.0168,71.2422629394477,50.2092372735491,19.8444896611856,52.4301710072313,74.8977223431343,63.7241374011226,146.446594560709,80.2306012737708
calb1,calbindin 1,-1.0552,2.988,3.9776,0.0461,0.1647,6.01517787351537,0.803347796376786,3.18491809377052,10.0727914742957,16.2665697690339,6.39446361464553,3.47304176823816,11.9261704596146
calb2a,calbindin 2a,-1.8787,0.9018,3.5519,0.0595,0.1958,0.375948617094711,2.41004338913036,0.489987399041619,0,1.60878162550885,2.42548619865865,1.73652088411908,2.16839462902083
calb2b,calbindin 2b,-1.2701,3.919,4.3203,0.0377,0.1412,3.19556324530504,12.4518908438402,17.8845400650191,4.13242727150591,29.3155762870502,18.5218946079388,8.68260442059539,22.0453453950451
calcoco1a,calcium binding and coiled-coil domain 1a,-0.405,4.6079,1.499,0.2208,0.4545,15.9778162265252,20.0836949094196,24.2543762525601,21.4369664709369,26.2767665499779,28.8853356385712,35.3092579770879,19.1541525563507
calcoco2,calcium binding and coiled-coil domain 2,-0.7866,1.4881,0.6071,0.4359,0.6717,2.06771739402091,0,3.42991179329133,0,1.43002811156342,9.48144604930199,0,0.361399104836805
calcr,calcitonin receptor,0.4678,1.9528,0.2218,0.6377,0.8167,6.20315218206273,7.23013016739107,0,3.61587386256767,3.2175632510177,2.86648368932386,2.8942014735318,0.722798209673611
calcrla,calcitonin receptor-like a,-2.2663,2.4767,11.5046,0.0007,0.0063,4.13543478804182,2.00836949094196,1.95994959616648,0,11.9764854343437,6.83546110531073,8.68260442059539,4.69818836287847
cald1l,caldesmon 1 like,-1.607,2.6366,5.2937,0.0214,0.0958,9.02276681027306,1.20502169456518,2.93992439424971,0.516553408938239,10.5464573227802,6.17396486931292,4.63072235765087,9.75777583059375
calm1a,calmodulin 1a,0.479,8.2014,3.6519,0.056,0.1879,265.043775051771,393.640420224625,306.977105499574,407.81891635674,209.320364830096,220.719244077937,280.737542932584,266.712539369562
calm1a,calmodulin 1a,0.2665,6.8165,0.9437,0.3313,0.5765,83.4605929950258,134.9624297913,102.89735379874,176.919542561347,102.604517004676,107.162390231646,81.6164815535967,107.696933241368
calm1b,calmodulin 1b,-0.7263,6.8031,8.9453,0.0028,0.0197,58.4600099582275,127.330625725721,63.4533681758897,88.8471863373771,105.643326741748,112.233861374296,206.64598521017,128.296682217066
calm2a,"calmodulin 2a (phosphorylase kinase, delta)",-1.5512,4.4949,16.9534,0,0.0005,13.1582015983149,3.61506508369554,12.9846660746029,17.0462624949619,41.1133082074484,36.8232904705449,22.574771493548,28.1891301772708
calm3a,"calmodulin 3a (phosphorylase kinase, delta)",-0.7337,6.1328,6.5068,0.0107,0.0567,37.4068874009237,51.0125850699259,44.5888533127873,82.13199202118,91.3430456261136,91.5069793130308,77.5645994906521,81.676197693118
calm3b,"calmodulin 3b (phosphorylase kinase, delta)",-1.2089,3.6161,3.4152,0.0646,0.2071,5.63922925642066,6.02510847282589,1.95994959616648,19.6290295396531,12.6914994901254,23.1523682599235,16.2075282517781,8.67357851608333
calml4b,calmodulin-like 4b,-1.1265,1.8817,2.5615,0.1095,0.2942,2.63164031966298,1.60669559275357,0.734981098562428,3.35759715809855,3.03880973707227,3.52797992532167,6.94608353647631,4.33678925804166
calr,calreticulin,0.2302,4.0028,0.2539,0.6143,0.8022,12.0303557470307,14.8619342329705,17.6395463654983,19.370752835184,14.6577881435251,11.0249372666302,28.942014735318,6.5051838870625
calrl,calreticulin like,-1.144,2.974,4.8824,0.0271,0.113,5.07530633077859,4.41841288007232,4.65488029089538,2.84104374916032,10.010196780944,11.0249372666302,18.5228894306035,3.25259194353125
calrl2,"calreticulin, like 2",-1.0996,4.5425,6.78,0.0092,0.0503,15.9778162265252,10.8451952510866,15.434603069811,10.3310681787648,18.5903654503245,22.270373278593,68.3031547753504,23.1295427095555
calua,calumenin a,0.8843,2.2564,1.1504,0.2835,0.5266,2.06771739402091,2.00836949094196,14.6996219712486,3.61587386256767,3.2175632510177,2.42548619865865,0,5.05958746771528
calub,calumenin b,0.8083,1.7725,0.8866,0.3464,0.5916,4.13543478804182,4.41841288007232,3.91989919233295,1.54966022681472,0.357507027890856,2.42548619865865,2.31536117882544,4.33678925804166
caly,calcyon neuron-specific vesicular protein,-3.1626,1.7183,17.1471,0,0.0005,0.375948617094711,0.803347796376786,0.489987399041619,0.516553408938239,3.03880973707227,3.52797992532167,8.68260442059539,6.5051838870625
camk1.2,calcium/calmodulin-dependent protein kinase I,-2.0891,2.2087,8.1089,0.0044,0.028,3.00758893675769,1.20502169456518,0,3.35759715809855,6.25637298808997,4.18947616131948,5.78840294706359,9.39637672575694
camk1da,calcium/calmodulin-dependent protein kinase 1Da,-0.4231,5.241,1.6327,0.2013,0.4305,20.113251014567,34.5439552442018,37.4840360266838,35.6421852167385,53.4473006696829,49.612217699836,28.3631744406116,38.6697042175382
camk1db,calcium/calmodulin-dependent protein kinase 1Db,2.1187,5.5965,38.7766,0,0,85.3403360804993,113.673713187315,32.5841620362677,83.4233755435256,12.3339924622345,14.5529171919519,17.3652088411908,23.4909418143924
camk1ga,calcium/calmodulin-dependent protein kinase IGa,0.0222,8.5453,0.0051,0.9433,0.9772,243.990652494467,287.598511102889,169.5356400684,956.915190058088,288.686925021866,219.175752860609,364.0905453703,454.640073884701
camk1gb,calcium/calmodulin-dependent protein kinase IGb,-0.7057,9.5967,4.516,0.0336,0.1303,818.252165106638,365.523247351438,424.819074969084,535.407608364485,1958.24474527216,1090.58679441506,341.515773876752,653.409581544944
camk2a,calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha,1.2702,1.7013,3.348,0.0673,0.2132,2.63164031966298,7.23013016739107,2.93992439424971,3.09932045362943,0.715014055781711,1.10249372666302,2.31536117882544,2.52979373385764
camk2b1,calcium/calmodulin-dependent protein kinase (CaM kinase) II beta 1,0.7332,3.9748,2.5456,0.1106,0.2963,28.3841205906507,16.8703037239125,24.9893573511226,6.19864090725887,12.8702530040708,16.7579046452779,4.05188206294451,10.1191749354306
camk2b2,calcium/calmodulin-dependent protein kinase (CaM kinase) II beta 2,-0.8405,5.1048,7.5065,0.0061,0.0366,36.4670158581869,7.63180406557947,31.6041872381844,16.7879857904928,74.1827082873526,61.298651202464,8.68260442059539,32.1645203304757
